interaction,directionality,classification,modulatory_effect,interactor1,interactor2,cell1,cell2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA4,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHA5,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNA5 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNA5,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_1,STRIATUM_2
FLRT1 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT1+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT1+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT1+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT1+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT1,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT2,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT3+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT3+TENM2 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT3+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_1,STRIATUM_2
FLRT3+TENM4 -> ADGRL1,Ligand-Receptor,Signaling by Fibronectin,,FLRT3,ADGRL1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_1,STRIATUM_2
GLS+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA2,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA2,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIA4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIA4,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK4,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIK1+GRIK5,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIK1,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRIN1+GRIN2D,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRIN2D,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_1,STRIATUM_2
GLS2+SLC17A8 -> GRM7,Ligand-Receptor,Signaling by Glutamate,,SLC17A8,GRM7,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR1B+ACVR2A,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2A,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR1B+ACVR2A,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2A,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR1B+ACVR2B,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR1B+ACVR2B,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2A,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2A+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2A,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,ACVR2B,STRIATUM_1,STRIATUM_2
GDF11 -> ACVR2B+TGFBR1,Ligand-Receptor,Signaling by Growth differentiation factor,,GDF11,TGFBR1,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF1R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF1R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IGF2 -> IGF2R,Ligand-Receptor,Signaling by Insulin-like growth factor,,IGF2,IGF2R,STRIATUM_1,STRIATUM_2
IL1B -> IL1R1+IL1RAP,Ligand-Receptor,Signaling by Interleukin,,IL1B,IL1RAP,STRIATUM_1,STRIATUM_2
IL1B -> IL1R1+IL1RAP,Ligand-Receptor,Signaling by Interleukin,,IL1B,IL1RAP,STRIATUM_1,STRIATUM_2
IL1B -> IL1R2+IL1RAP,Ligand-Receptor,Signaling by Interleukin,,IL1B,IL1RAP,STRIATUM_1,STRIATUM_2
IL1B -> IL1R2+IL1RAP,Ligand-Receptor,Signaling by Interleukin,,IL1B,IL1RAP,STRIATUM_1,STRIATUM_2
LRFN5 -> PTPRS,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,,LRFN5,PTPRS,STRIATUM_1,STRIATUM_2
LRRTM2 -> NRXN2,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,,LRRTM2,NRXN2,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> ALK,Ligand-Receptor,Signaling by Midkine,,MDK,ALK,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
MDK -> PTPRZ1,Ligand-Receptor,Signaling by Midkine,,MDK,PTPRZ1,STRIATUM_1,STRIATUM_2
NTN1 -> DSCAM,Ligand-Receptor,Signaling by Netrin,,NTN1,DSCAM,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5B,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5B,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NTN1 -> UNC5C,Ligand-Receptor,Signaling by Netrin,,NTN1,UNC5C,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ERBB3,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ERBB3,STRIATUM_1,STRIATUM_2
NRG1 -> ITGA6+ITGB4,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ITGA6,STRIATUM_1,STRIATUM_2
NRG1 -> ITGA6+ITGB4,Ligand-Receptor,Signaling by Neuregulin,,NRG1,ITGA6,STRIATUM_1,STRIATUM_2
NLGN4Y -> NRXN2,Ligand-Receptor,Signaling by Neuroligin,,NLGN4Y,NRXN2,STRIATUM_1,STRIATUM_2
CNTN1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,CNTN1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH1,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH1,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
JAG1 -> NOTCH3,Ligand-Receptor,Signaling by Notch,,JAG1,NOTCH3,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> ALK,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,ALK,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
PTN -> PTPRZ1,Ligand-Receptor,Signaling by Pleiotrophin,,PTN,PTPRZ1,STRIATUM_1,STRIATUM_2
